"State","County","Year","Days with AQI","Good Days","Moderate Days","Unhealthy for Sensitive Groups Days","Unhealthy Days","Very Unhealthy Days","Hazardous Days","Max AQI","90th Percentile AQI","Median AQI","Days CO","Days NO2","Days Ozone","Days PM2.5","Days PM10"
"Wisconsin","Milwaukee",2006,364,254,99,11,0,0,0,150,74,40,1,87,170,105,1
"Wisconsin","Oneida",2006,184,158,26,0,0,0,0,87,54,38,0,0,184,0,0
"Wisconsin","Outagamie",2006,245,169,70,6,0,0,0,121,71,41,0,0,167,78,0
"Wisconsin","Ozaukee",2006,247,177,64,4,2,0,0,169,71,42,0,0,173,74,0
"Wisconsin","Racine",2006,184,153,26,5,0,0,0,133,67,38,0,0,184,0,0
"Wisconsin","Rock",2006,185,147,37,1,0,0,0,112,64,42,0,0,185,0,0
"Wisconsin","Sauk",2006,349,288,59,2,0,0,0,114,60,38,0,0,287,62,0
"Wisconsin","Sheboygan",2006,217,163,40,11,2,1,0,204,90,41,0,0,188,0,29
"Wisconsin","St. Croix",2006,360,288,69,3,0,0,0,119,57,38,0,0,300,60,0
"Wisconsin","Taylor",2006,357,297,58,2,0,0,0,126,61,39,0,0,305,52,0
"Wisconsin","Vernon",2006,183,144,38,1,0,0,0,108,61,43,0,0,183,0,0
"Wisconsin","Vilas",2006,211,177,34,0,0,0,0,97,58,39,0,0,181,30,0
"Wisconsin","Walworth",2006,186,134,46,6,0,0,0,129,74,44,0,0,186,0,0
"Wisconsin","Washington",2006,185,150,35,0,0,0,0,97,64,41,0,0,185,0,0
"Wisconsin","Waukesha",2006,365,275,87,3,0,0,0,129,67,32,0,0,142,98,125
"Wisconsin","Waupaca",2006,5,2,3,0,0,0,0,92,92,57,0,0,0,5,0
"Wyoming","Albany",2006,358,220,135,3,0,0,0,108,74,47,0,0,350,0,8
"Wyoming","Campbell",2006,365,188,171,6,0,0,0,133,78,50,0,1,209,4,151
"Wyoming","Converse",2006,287,267,20,0,0,0,0,96,44,17,0,172,0,6,109
"Wyoming","Fremont",2006,122,103,19,0,0,0,0,77,56,24,0,0,0,104,18
"Wyoming","Johnson",2006,115,112,3,0,0,0,0,61,25,7,0,0,0,115,0
"Wyoming","Laramie",2006,119,115,4,0,0,0,0,57,29,17,0,0,0,89,30
"Wyoming","Lincoln",2006,360,354,5,0,0,1,0,299,31,15,0,0,0,0,360
"Wyoming","Natrona",2006,88,85,3,0,0,0,0,66,31,17,0,0,0,0,88
"Wyoming","Park",2006,115,114,1,0,0,0,0,51,21,8,0,0,0,87,28
"Wyoming","Platte",2006,61,57,4,0,0,0,0,91,40,19,0,0,0,0,61
"Wyoming","Sheridan",2006,237,184,53,0,0,0,0,93,60,31,0,0,0,86,151
"Wyoming","Sublette",2006,365,158,195,11,1,0,0,166,90,54,0,51,302,10,2
"Wyoming","Sweetwater",2006,365,261,99,4,0,0,1,344,71,42,0,14,233,0,118
"Wyoming","Teton",2006,364,255,108,1,0,0,0,140,71,44,16,0,327,17,4
